strategy,window_sec,date,title,score,final_margin,winner,question,outcome,loss_requires_goals,line,required_margin,final_total,team,team_goals,loser,spread_side,locked,buy_trades,buy_size,min_price,last_price,net_roi_min_pct,net_roi_last_pct,trades_le_0.95,size_le_0.95,trades_le_0.97,size_le_0.97,trades_le_0.98,size_le_0.98,trades_le_0.99,size_le_0.99,trades_le_0.995,size_le_0.995,trades_le_0.999,size_le_0.999,page_errors
btts_yes_locked,480,2026-06-17,England vs. Croatia,4-2,2,England,England vs. Croatia: Both Teams to Score,Yes,999,,,,,,,,True,30,4952.024013,0.996,0.999,0.3896,0.0971,0,0,0,0,0,0,0,0,0,0,30,4952.024013,[]
total_under_loss_ge2,60,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 2.5,Under,2,2.5,,1,,,,,,5,1124.51,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,1124.51,[]
total_under_loss_ge2,120,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 2.5,Under,2,2.5,,1,,,,,,8,1304.58,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,1304.58,[]
total_under_loss_ge2,180,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 2.5,Under,2,2.5,,1,,,,,,9,1379.57,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,1379.57,[]
total_under_loss_ge2,300,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 2.5,Under,2,2.5,,1,,,,,,12,1446.83,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,12,1446.83,[]
total_under_loss_ge2,480,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 2.5,Under,2,2.5,,1,,,,,,20,3233.27,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,20,3233.27,[]
loser_no,60,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Will Panama win on 2026-06-17?,No,2,,,,,,Panama,,,3,142.84,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,142.84,[]
loser_no,120,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Will Panama win on 2026-06-17?,No,2,,,,,,Panama,,,4,149.88,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,149.88,[]
loser_no,180,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Will Panama win on 2026-06-17?,No,2,,,,,,Panama,,,9,5070.3,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,9,5070.3,[]
loser_no,300,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Will Panama win on 2026-06-17?,No,2,,,,,,Panama,,,20,26905.86,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,20,26905.86,[]
loser_no,480,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Will Panama win on 2026-06-17?,No,2,,,,,,Panama,,,50,59758.700664,0.989,0.999,1.0792,0.0971,0,0,0,0,0,0,4,2261.52,8,3588.190664,50,59758.700664,[]
spread_tight_loss_ge2,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Spread: Colombia (-3.5),Uzbekistan,2,3.5,4,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Spread: Colombia (-3.5),Uzbekistan,2,3.5,4,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Spread: Colombia (-3.5),Uzbekistan,2,3.5,4,,,,,other_side,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
spread_tight_loss_ge2,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Spread: Colombia (-3.5),Uzbekistan,2,3.5,4,,,,,other_side,,1,8.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,8.53,[]
spread_tight_loss_ge2,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Spread: Colombia (-3.5),Uzbekistan,2,3.5,4,,,,,other_side,,2,88.83,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,88.83,[]
total_over_locked,60,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 0.5,Over,999,0.5,,1,,,,,True,4,56.76,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,4,56.76,[]
total_over_locked,120,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 0.5,Over,999,0.5,,1,,,,,True,10,318.78,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,10,318.78,[]
total_over_locked,180,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 0.5,Over,999,0.5,,1,,,,,True,18,1064.52,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,18,1064.52,[]
total_over_locked,300,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 0.5,Over,999,0.5,,1,,,,,True,34,4497.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,34,4497.53,[]
total_over_locked,480,2026-06-17,Ghana vs. Panama,1-0,1,Ghana,Ghana vs. Panama: O/U 0.5,Over,999,0.5,,1,,,,,True,99,44728.18,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,59,33869.6,59,33869.6,99,44728.18,[]
draw_no_lead_ge2,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan vs. Colombia end in a draw?,No,2,,,,,,,,,3,74.95,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,74.95,[]
draw_no_lead_ge2,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan vs. Colombia end in a draw?,No,2,,,,,,,,,20,41787.63,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,12,29622.57,12,29622.57,20,41787.63,[]
draw_no_lead_ge2,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan vs. Colombia end in a draw?,No,2,,,,,,,,,39,45212.47,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,31,33047.41,31,33047.41,39,45212.47,[]
draw_no_lead_ge2,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan vs. Colombia end in a draw?,No,2,,,,,,,,,145,66486.038967,0.93,0.999,7.3169,0.0971,40,8126.097611,87,17801.045635,106,21273.568967,137,54320.978967,137,54320.978967,145,66486.038967,[]
draw_no_lead_ge2,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan vs. Colombia end in a draw?,No,2,,,,,,,,,265,88563.828976,0.91,0.999,9.6201,0.0971,146,21620.76222,207,39878.835644,226,43351.358976,257,76398.768976,257,76398.768976,265,88563.828976,[]
team_total_under_loss_ge2,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Uzbekistan O/U 2.5,Under,2,2.5,,,Uzbekistan,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Uzbekistan O/U 2.5,Under,2,2.5,,,Uzbekistan,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Uzbekistan O/U 2.5,Under,2,2.5,,,Uzbekistan,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Uzbekistan O/U 2.5,Under,2,2.5,,,Uzbekistan,1,,,,2,1533.980399,0.9989999984990025,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,1533.980399,[]
team_total_under_loss_ge2,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Uzbekistan O/U 2.5,Under,2,2.5,,,Uzbekistan,1,,,,2,1533.980399,0.9989999984990025,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,1533.980399,[]
loser_no,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan win on 2026-06-17?,No,3,,,,,,Uzbekistan,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
loser_no,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan win on 2026-06-17?,No,3,,,,,,Uzbekistan,,,3,930.76,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,930.76,[]
loser_no,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan win on 2026-06-17?,No,3,,,,,,Uzbekistan,,,11,5594.71,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,11,5594.71,[]
loser_no,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan win on 2026-06-17?,No,3,,,,,,Uzbekistan,,,24,13060.42,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,24,13060.42,[]
loser_no,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Uzbekistan win on 2026-06-17?,No,3,,,,,,Uzbekistan,,,46,24735.886763,0.997,0.999,0.2919,0.0971,0,0,0,0,0,0,0,0,0,0,46,24735.886763,[]
total_under_loss_ge2,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 5.5,Under,2,5.5,,4,,,,,,2,5.26,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,5.26,[]
total_under_loss_ge2,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 5.5,Under,2,5.5,,4,,,,,,3,69.08,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,69.08,[]
total_under_loss_ge2,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 5.5,Under,2,5.5,,4,,,,,,3,69.08,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,69.08,[]
total_under_loss_ge2,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 5.5,Under,2,5.5,,4,,,,,,5,78.45,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,5,78.45,[]
total_under_loss_ge2,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 5.5,Under,2,5.5,,4,,,,,,7,97.9,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,97.9,[]
leader_yes_lead_ge2,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Colombia win on 2026-06-17?,Yes,2,,,,,,,,,37,12873.26,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,37,12873.26,[]
leader_yes_lead_ge2,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Colombia win on 2026-06-17?,Yes,2,,,,,,,,,77,30824.79,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,77,30824.79,[]
leader_yes_lead_ge2,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Colombia win on 2026-06-17?,Yes,2,,,,,,,,,140,54007.35,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,3,2331.4,7,2406.4,140,54007.35,[]
leader_yes_lead_ge2,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Colombia win on 2026-06-17?,Yes,2,,,,,,,,,315,112824.158564,0.92,0.999,8.4557,0.0971,90,22375.34345,144,54435.673137,153,56711.906786,178,61148.208564,182,61223.208564,315,112824.158564,[]
leader_yes_lead_ge2,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Will Colombia win on 2026-06-17?,Yes,2,,,,,,,,,432,144101.781593,0.92,0.999,8.4557,0.0971,143,29089.774374,261,85713.296166,270,87989.529815,295,92425.831593,299,92500.831593,432,144101.781593,[]
team_total_over_locked,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Colombia O/U 2.5,Over,999,2.5,,,Colombia,3,,,True,8,420.05,0.99,0.99,0.9801,0.9801,0,0,0,0,0,0,8,420.05,8,420.05,8,420.05,[]
team_total_over_locked,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Colombia O/U 2.5,Over,999,2.5,,,Colombia,3,,,True,16,934.59,0.96,0.99,4.0467,0.9801,0,0,1,22.5,1,22.5,16,934.59,16,934.59,16,934.59,[]
team_total_over_locked,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Colombia O/U 2.5,Over,999,2.5,,,Colombia,3,,,True,29,1878.416664,0.0839454094292804,0.99,1088.5022,0.9801,6,529.696664,8,742.286664,12,906.326664,29,1878.416664,29,1878.416664,29,1878.416664,[]
team_total_over_locked,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Colombia O/U 2.5,Over,999,2.5,,,Colombia,3,,,True,31,1903.926864,0.02,0.99,4897.06,0.9801,8,555.206864,10,767.796864,14,931.836864,31,1903.926864,31,1903.926864,31,1903.926864,[]
team_total_over_locked,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Colombia O/U 2.5,Over,999,2.5,,,Colombia,3,,,True,47,7025.622185,0.02,0.99,4897.06,0.9801,24,5676.902185,26,5889.492185,30,6053.532185,47,7025.622185,47,7025.622185,47,7025.622185,[]
team_total_under_loss_ge2,60,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 2.5,Under,2,2.5,,,Czechia,1,,,,1,76.67,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,76.67,[]
team_total_under_loss_ge2,120,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 2.5,Under,2,2.5,,,Czechia,1,,,,2,93.12,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,16.45,1,16.45,2,93.12,[]
team_total_under_loss_ge2,180,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 2.5,Under,2,2.5,,,Czechia,1,,,,3,97.22,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,20.55,2,20.55,3,97.22,[]
team_total_under_loss_ge2,300,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 2.5,Under,2,2.5,,,Czechia,1,,,,3,97.22,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,2,20.55,2,20.55,3,97.22,[]
team_total_under_loss_ge2,480,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 2.5,Under,2,2.5,,,Czechia,1,,,,4,147.22,0.98,0.999,1.9808,0.0971,0,0,0,0,1,50.0,3,70.55,3,70.55,4,147.22,[]
total_over_locked,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 3.5,Over,999,3.5,,4,,,,,True,22,6041.85,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,22,6041.85,[]
total_over_locked,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 3.5,Over,999,3.5,,4,,,,,True,50,14818.8,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,15,4536.18,15,4536.18,50,14818.8,[]
total_over_locked,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 3.5,Over,999,3.5,,4,,,,,True,166,52045.023371,0.05183895139668645,0.999,1826.2069,0.0971,31,5597.517603,66,16127.537603,79,16815.581535,131,41762.403371,131,41762.403371,166,52045.023371,[]
total_over_locked,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 3.5,Over,999,3.5,,4,,,,,True,378,140538.297559,0.01,0.999,9897.03,0.0971,243,94090.791791,278,104620.811791,291,105308.855723,343,130255.677559,343,130255.677559,378,140538.297559,[]
total_over_locked,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: O/U 3.5,Over,999,3.5,,4,,,,,True,470,161192.182472,0.01,0.999,9897.03,0.0971,335,114744.676704,370,125274.696704,383,125962.740636,435,150909.562472,435,150909.562472,470,161192.182472,[]
spread_tight_loss_ge2,60,2026-06-18,Czechia vs. South Africa,1-1,0,,Spread: Czechia (-1.5),South Africa,2,1.5,2,,,,,other_side,,1,277.0,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,277.0,[]
spread_tight_loss_ge2,120,2026-06-18,Czechia vs. South Africa,1-1,0,,Spread: Czechia (-1.5),South Africa,2,1.5,2,,,,,other_side,,4,396.53111,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,3,119.53111,4,396.53111,[]
spread_tight_loss_ge2,180,2026-06-18,Czechia vs. South Africa,1-1,0,,Spread: Czechia (-1.5),South Africa,2,1.5,2,,,,,other_side,,8,3403.46711,0.991,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,4,162.60111,8,3403.46711,[]
spread_tight_loss_ge2,300,2026-06-18,Czechia vs. South Africa,1-1,0,,Spread: Czechia (-1.5),South Africa,2,1.5,2,,,,,other_side,,10,3772.95711,0.981,0.999,1.8798,0.0971,0,0,0,0,0,0,2,369.49,6,532.09111,10,3772.95711,[]
spread_tight_loss_ge2,480,2026-06-18,Czechia vs. South Africa,1-1,0,,Spread: Czechia (-1.5),South Africa,2,1.5,2,,,,,other_side,,12,3920.24711,0.96,0.999,4.0467,0.0971,0,0,1,12.16,1,12.16,4,516.78,8,679.38111,12,3920.24711,[]
team_total_over_locked,60,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 0.5,Over,999,0.5,,,Czechia,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,120,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 0.5,Over,999,0.5,,,Czechia,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,180,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 0.5,Over,999,0.5,,,Czechia,1,,,True,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_over_locked,300,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 0.5,Over,999,0.5,,,Czechia,1,,,True,1,6.25,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,1,6.25,[]
team_total_over_locked,480,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: Czechia O/U 0.5,Over,999,0.5,,,Czechia,1,,,True,2,12.42,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,12.42,[]
btts_yes_locked,60,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Both Teams to Score,Yes,999,,,,,,,,True,3,967.15,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,3,967.15,[]
btts_yes_locked,120,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Both Teams to Score,Yes,999,,,,,,,,True,6,1038.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,1038.53,[]
btts_yes_locked,180,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Both Teams to Score,Yes,999,,,,,,,,True,6,1038.53,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,1038.53,[]
btts_yes_locked,300,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Both Teams to Score,Yes,999,,,,,,,,True,8,1092.92,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,8,1092.92,[]
btts_yes_locked,480,2026-06-18,Uzbekistan vs. Colombia,1-3,2,Colombia,Uzbekistan vs. Colombia: Both Teams to Score,Yes,999,,,,,,,,True,19,1353.3,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,19,1353.3,[]
total_under_loss_ge2,60,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 3.5,Under,2,3.5,,2,,,,,,4,1162.68,0.992,0.999,0.7825,0.0971,0,0,0,0,0,0,0,0,1,2.59,4,1162.68,[]
total_under_loss_ge2,120,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 3.5,Under,2,3.5,,2,,,,,,9,4636.744711,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,110.57,3,145.59,9,4636.744711,[]
total_under_loss_ge2,180,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 3.5,Under,2,3.5,,2,,,,,,18,10402.856156,0.99,0.999,0.9801,0.0971,0,0,0,0,0,0,1,110.57,12,5911.701445,18,10402.856156,[]
total_under_loss_ge2,300,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 3.5,Under,2,3.5,,2,,,,,,39,44220.677992,0.98,0.999,1.9808,0.0971,0,0,0,0,2,20006.55,16,27960.936651,33,39729.523281,39,44220.677992,[]
total_under_loss_ge2,480,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 3.5,Under,2,3.5,,2,,,,,,50,47446.917338,0.96,0.999,4.0467,0.0971,0,0,2,1273.12,13,23232.789346,27,31187.175997,44,42955.762627,50,47446.917338,[]
spread_tight_loss_ge2,60,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Spread: Switzerland (-4.5),Bosnia-Herzegovina,2,4.5,5,,,,,other_side,,2,2111.11111,0.991000000891,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,1,1111.11111,2,2111.11111,[]
spread_tight_loss_ge2,120,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Spread: Switzerland (-4.5),Bosnia-Herzegovina,2,4.5,5,,,,,other_side,,6,8024.22711,0.991000000891,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,2,2133.22711,6,8024.22711,[]
spread_tight_loss_ge2,180,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Spread: Switzerland (-4.5),Bosnia-Herzegovina,2,4.5,5,,,,,other_side,,6,8024.22711,0.991000000891,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,2,2133.22711,6,8024.22711,[]
spread_tight_loss_ge2,300,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Spread: Switzerland (-4.5),Bosnia-Herzegovina,2,4.5,5,,,,,other_side,,6,8024.22711,0.991000000891,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,2,2133.22711,6,8024.22711,[]
spread_tight_loss_ge2,480,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Spread: Switzerland (-4.5),Bosnia-Herzegovina,2,4.5,5,,,,,other_side,,6,8024.22711,0.991000000891,0.999,0.8812,0.0971,0,0,0,0,0,0,0,0,2,2133.22711,6,8024.22711,[]
total_under_loss_ge2,60,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Switzerland vs. Bosnia-Herzegovina: O/U 6.5,Under,2,6.5,,5,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,120,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Switzerland vs. Bosnia-Herzegovina: O/U 6.5,Under,2,6.5,,5,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,180,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Switzerland vs. Bosnia-Herzegovina: O/U 6.5,Under,2,6.5,,5,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,300,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Switzerland vs. Bosnia-Herzegovina: O/U 6.5,Under,2,6.5,,5,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_under_loss_ge2,480,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Switzerland vs. Bosnia-Herzegovina: O/U 6.5,Under,2,6.5,,5,,,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
total_over_locked,60,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 1.5,Over,999,1.5,,2,,,,,True,2,867.14,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,2,867.14,[]
total_over_locked,120,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 1.5,Over,999,1.5,,2,,,,,True,6,1433.52,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,6,1433.52,[]
total_over_locked,180,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 1.5,Over,999,1.5,,2,,,,,True,7,1444.5,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,7,1444.5,[]
total_over_locked,300,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 1.5,Over,999,1.5,,2,,,,,True,14,2939.35,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,14,2939.35,[]
total_over_locked,480,2026-06-18,Czechia vs. South Africa,1-1,0,,Czechia vs. South Africa: O/U 1.5,Over,999,1.5,,2,,,,,True,33,8570.68,0.999,0.999,0.0971,0.0971,0,0,0,0,0,0,0,0,0,0,33,8570.68,[]
team_total_under_loss_ge2,60,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Switzerland vs. Bosnia-Herzegovina: Bosnia-Herzegovina O/U 2.5,Under,2,2.5,,,Bosnia-Herzegovina,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
team_total_under_loss_ge2,120,2026-06-18,Switzerland vs. Bosnia-Herzegovina,4-1,3,Switzerland,Switzerland vs. Bosnia-Herzegovina: Bosnia-Herzegovina O/U 2.5,Under,2,2.5,,,Bosnia-Herzegovina,1,,,,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,[]
